0,3,Esquivando
0,3,Esquivando
0,3,Esquivando
0,3.1,Esquivando
0,3.1,Esquivando
0,3.1,Esquivando
0,3.1,Esquivando
0,3.1,Esquivando
0,3.1,Esquivando
0,3.1,Esquivando
0,3.1,Esquivando
0,3.1,Esquivando
0,3.1,Esquivando
0,3.1,Esquivando
0,3.1,Esquivando
0,3.1,Esquivando
0,3.1,Esquivando
0,3.1,Esquivando
0,3.1,Esquivando
0,3.1,Esquivando
0,3.1,Esquivando
0,3.1,Esquivando
0,3.1,Esquivando
0,3.1,Esquivando
0,3.2,Esquivando
0,3.2,Esquivando
0,3.2,Esquivando
0,3.2,Esquivando
0,3.2,Esquivando
0,3.2,Esquivando
0,3.2,Esquivando
0,3.2,Esquivando
0,3.2,Esquivando
0,3.2,Esquivando
0,3.2,Esquivando
0,3.2,Esquivando
0,3.6,Esquivando
0,3.6,Esquivando
0,3.6,Esquivando
0,3.6,Esquivando
0,3.6,Esquivando
0,3.6,Esquivando
0,3.6,Esquivando
0,3.6,Esquivando
0,3.6,Esquivando
0,3.6,Esquivando
0,3.6,Esquivando
0,3.6,Esquivando
0,3.6,Esquivando
0,3.6,Esquivando
0,3.6,Esquivando
0,3.6,Esquivando
0,3.6,Esquivando
0,3.6,Esquivando
0,3.6,Esquivando
0,3.6,Esquivando
0,3.6,Esquivando
0,3.8,Esquivando
0,3.8,Esquivando
0,3.8,Esquivando
0,3.8,Esquivando
0,3.8,Esquivando
0,3.8,Esquivando
0,4,Esquivando
0,4,Esquivando
0,4,Esquivando
0,4,Esquivando
0,4,Esquivando
0,4,Esquivando
0,4,Esquivando
0,4,Esquivando
0,4,Esquivando
0,4,Esquivando
0,4,Esquivando
0,4,Esquivando
0,4,Esquivando
0,4,Esquivando
0,4,Esquivando
0,4,Esquivando
0,4,Esquivando
0,4,Esquivando
0,4,Esquivando
0,4,Esquivando
0,4,Esquivando
0,4.4,Esquivando
0,4.4,Esquivando
0,4.4,Esquivando
0,4.4,Esquivando
0,4.4,Esquivando
0,4.4,Esquivando
0,4.4,Esquivando
0,4.4,Esquivando
0,4.4,Esquivando
0,4.4,Esquivando
0,4.4,Esquivando
0,4.4,Esquivando
0,4.4,Esquivando
0,4.4,Esquivando
0,4.4,Esquivando
0,4.4,Esquivando
0,4.4,Esquivando
0,4.4,Esquivando
0,4.4,Esquivando
0,4.4,Esquivando
0,4.4,Esquivando
0,4.6,Esquivando
0,4.6,Esquivando
0,4.6,Esquivando
0,4.6,Esquivando
0,4.6,Esquivando
